date,price
06-08-1990,0.2794
07-08-1990,0.2884
08-08-1990,0.283
09-08-1990,0.2884
10-08-1990,0.2776
13-08-1990,0.2723
14-08-1990,0.2866
15-08-1990,0.2866
16-08-1990,0.2794
17-08-1990,0.2758
20-08-1990,0.2623
21-08-1990,0.2569
22-08-1990,0.2659
23-08-1990,0.2461
24-08-1990,0.2533
27-08-1990,0.2641
28-08-1990,0.2695
29-08-1990,0.2731
30-08-1990,0.2677
31-08-1990,0.2587
04-09-1990,0.2623
05-09-1990,0.2677
06-09-1990,0.2551
07-09-1990,0.2551
10-09-1990,0.2659
11-09-1990,0.2587
12-09-1990,0.2479
13-09-1990,0.2479
14-09-1990,0.2407
17-09-1990,0.2443
18-09-1990,0.2425
19-09-1990,0.2389
20-09-1990,0.2317
21-09-1990,0.23
24-09-1990,0.2264
25-09-1990,0.2192
26-09-1990,0.2156
27-09-1990,0.2156
28-09-1990,0.2048
01-10-1990,0.212
02-10-1990,0.2228
03-10-1990,0.2138
04-10-1990,0.1922
05-10-1990,0.194
08-10-1990,0.2066
09-10-1990,0.2048
10-10-1990,0.1958
11-10-1990,0.1922
12-10-1990,0.203
15-10-1990,0.2048
16-10-1990,0.1976
17-10-1990,0.1814
18-10-1990,0.1904
19-10-1990,0.2246
22-10-1990,0.2264
23-10-1990,0.2228
24-10-1990,0.221
25-10-1990,0.2174
26-10-1990,0.2138
29-10-1990,0.2174
30-10-1990,0.2138
31-10-1990,0.2192
01-11-1990,0.2192
02-11-1990,0.2192
05-11-1990,0.2317
06-11-1990,0.2407
07-11-1990,0.2407
08-11-1990,0.2371
09-11-1990,0.2515
12-11-1990,0.2551
13-11-1990,0.2605
14-11-1990,0.2569
15-11-1990,0.2641
16-11-1990,0.2578
19-11-1990,0.256
20-11-1990,0.2632
21-11-1990,0.2542
23-11-1990,0.2614
26-11-1990,0.2596
27-11-1990,0.2668
28-11-1990,0.2722
29-11-1990,0.2668
30-11-1990,0.2614
03-12-1990,0.2686
04-12-1990,0.2704
05-12-1990,0.2776
06-12-1990,0.2974
07-12-1990,0.2956
10-12-1990,0.3046
11-12-1990,0.2974
12-12-1990,0.2866
13-12-1990,0.2848
14-12-1990,0.2902
17-12-1990,0.2812
18-12-1990,0.2956
19-12-1990,0.3064
20-12-1990,0.2974
21-12-1990,0.3191
24-12-1990,0.3227
26-12-1990,0.3173
27-12-1990,0.3119
28-12-1990,0.3119
31-12-1990,0.3101
02-01-1991,0.3082
03-01-1991,0.3137
04-01-1991,0.3101
07-01-1991,0.3101
08-01-1991,0.3155
09-01-1991,0.3191
10-01-1991,0.3299
11-01-1991,0.3389
14-01-1991,0.3317
15-01-1991,0.3353
16-01-1991,0.3389
17-01-1991,0.3786
18-01-1991,0.3515
21-01-1991,0.3587
22-01-1991,0.3677
23-01-1991,0.3695
24-01-1991,0.3713
25-01-1991,0.3749
28-01-1991,0.384
29-01-1991,0.3912
30-01-1991,0.384
31-01-1991,0.4002
01-02-1991,0.4002
04-02-1991,0.402
05-02-1991,0.3984
06-02-1991,0.4164
07-02-1991,0.411
08-02-1991,0.4146
11-02-1991,0.4326
12-02-1991,0.4398
13-02-1991,0.4326
14-02-1991,0.4326
15-02-1991,0.4137
19-02-1991,0.4155
20-02-1991,0.4299
21-02-1991,0.4426
22-02-1991,0.4263
25-02-1991,0.4353
26-02-1991,0.4155
27-02-1991,0.4209
28-02-1991,0.4209
01-03-1991,0.4119
04-03-1991,0.4191
05-03-1991,0.4263
06-03-1991,0.4624
07-03-1991,0.4588
08-03-1991,0.4895
11-03-1991,0.466
12-03-1991,0.4552
13-03-1991,0.4534
14-03-1991,0.4823
15-03-1991,0.4751
18-03-1991,0.4751
19-03-1991,0.4805
20-03-1991,0.5004
21-03-1991,0.4931
22-03-1991,0.4624
25-03-1991,0.4588
26-03-1991,0.4679
27-03-1991,0.5058
28-03-1991,0.5004
01-04-1991,0.4913
02-04-1991,0.4986
03-04-1991,0.5238
04-04-1991,0.5058
05-04-1991,0.5184
08-04-1991,0.5004
09-04-1991,0.504
10-04-1991,0.4949
11-04-1991,0.4895
12-04-1991,0.5166
15-04-1991,0.4462
16-04-1991,0.457
17-04-1991,0.4697
18-04-1991,0.4534
19-04-1991,0.4408
22-04-1991,0.4299
23-04-1991,0.4498
24-04-1991,0.4462
25-04-1991,0.4317
26-04-1991,0.4227
29-04-1991,0.4227
30-04-1991,0.4173
01-05-1991,0.3468
02-05-1991,0.345
03-05-1991,0.354
06-05-1991,0.3504
07-05-1991,0.3685
08-05-1991,0.3667
09-05-1991,0.3613
10-05-1991,0.3721
13-05-1991,0.3775
14-05-1991,0.3811
15-05-1991,0.3721
16-05-1991,0.3685
17-05-1991,0.3522
20-05-1991,0.3423
21-05-1991,0.3278
22-05-1991,0.3315
23-05-1991,0.3369
24-05-1991,0.3297
28-05-1991,0.3333
29-05-1991,0.3351
30-05-1991,0.3405
31-05-1991,0.3441
03-06-1991,0.3405
04-06-1991,0.3586
05-06-1991,0.3568
06-06-1991,0.3496
07-06-1991,0.3351
10-06-1991,0.3333
11-06-1991,0.326
12-06-1991,0.3188
13-06-1991,0.3079
14-06-1991,0.3097
17-06-1991,0.297
18-06-1991,0.3061
19-06-1991,0.3025
20-06-1991,0.2989
21-06-1991,0.3043
24-06-1991,0.3025
25-06-1991,0.3043
26-06-1991,0.3097
27-06-1991,0.3079
28-06-1991,0.3061
01-07-1991,0.3061
02-07-1991,0.3061
03-07-1991,0.3061
05-07-1991,0.3115
08-07-1991,0.3278
09-07-1991,0.3423
10-07-1991,0.3441
11-07-1991,0.3405
12-07-1991,0.3423
15-07-1991,0.3387
16-07-1991,0.3297
17-07-1991,0.3152
18-07-1991,0.3188
19-07-1991,0.3278
22-07-1991,0.3315
23-07-1991,0.3351
24-07-1991,0.3278
25-07-1991,0.3278
26-07-1991,0.3315
29-07-1991,0.3278
30-07-1991,0.3297
31-07-1991,0.3369
01-08-1991,0.3333
02-08-1991,0.3604
05-08-1991,0.3604
06-08-1991,0.3532
07-08-1991,0.3586
08-08-1991,0.3677
09-08-1991,0.3659
12-08-1991,0.3677
13-08-1991,0.3767
14-08-1991,0.3967
15-08-1991,0.3985
16-08-1991,0.3822
19-08-1991,0.3595
20-08-1991,0.374
21-08-1991,0.3813
22-08-1991,0.3922
23-08-1991,0.3922
26-08-1991,0.3849
27-08-1991,0.3849
28-08-1991,0.3922
29-08-1991,0.3867
30-08-1991,0.3849
03-09-1991,0.3831
04-09-1991,0.3831
05-09-1991,0.374
06-09-1991,0.3704
09-09-1991,0.3758
10-09-1991,0.3831
11-09-1991,0.3686
12-09-1991,0.3722
13-09-1991,0.3631
16-09-1991,0.3577
17-09-1991,0.3413
18-09-1991,0.354
19-09-1991,0.3649
20-09-1991,0.3613
23-09-1991,0.3631
24-09-1991,0.3595
25-09-1991,0.3649
26-09-1991,0.3649
27-09-1991,0.3631
30-09-1991,0.3577
01-10-1991,0.3577
02-10-1991,0.3758
03-10-1991,0.3631
04-10-1991,0.3486
07-10-1991,0.3486
08-10-1991,0.3495
09-10-1991,0.3504
10-10-1991,0.354
11-10-1991,0.3495
14-10-1991,0.3559
15-10-1991,0.3667
16-10-1991,0.3813
17-10-1991,0.3849
18-10-1991,0.4004
21-10-1991,0.4012
22-10-1991,0.4031
23-10-1991,0.3994
24-10-1991,0.3849
25-10-1991,0.3758
28-10-1991,0.374
29-10-1991,0.374
30-10-1991,0.3776
31-10-1991,0.3686
01-11-1991,0.3722
04-11-1991,0.3686
05-11-1991,0.3613
06-11-1991,0.3559
07-11-1991,0.3522
08-11-1991,0.3722
11-11-1991,0.3885
12-11-1991,0.394
13-11-1991,0.3922
14-11-1991,0.394
15-11-1991,0.3958
18-11-1991,0.364
19-11-1991,0.3767
20-11-1991,0.3731
21-11-1991,0.3676
22-11-1991,0.3712
25-11-1991,0.3712
26-11-1991,0.3749
27-11-1991,0.3731
29-11-1991,0.3676
02-12-1991,0.3694
03-12-1991,0.3785
04-12-1991,0.3694
05-12-1991,0.3676
06-12-1991,0.3603
09-12-1991,0.3567
10-12-1991,0.3567
11-12-1991,0.3585
12-12-1991,0.3594
13-12-1991,0.3621
16-12-1991,0.3667
17-12-1991,0.3676
18-12-1991,0.3658
19-12-1991,0.3731
20-12-1991,0.3731
23-12-1991,0.3676
24-12-1991,0.3785
26-12-1991,0.384
27-12-1991,0.3985
30-12-1991,0.4003
31-12-1991,0.4177
02-01-1992,0.4058
03-01-1992,0.4367
06-01-1992,0.4276
07-01-1992,0.4185
08-01-1992,0.4258
09-01-1992,0.4404
10-01-1992,0.4477
13-01-1992,0.4531
14-01-1992,0.4531
15-01-1992,0.4695
16-01-1992,0.464
17-01-1992,0.4932
20-01-1992,0.4695
21-01-1992,0.4677
22-01-1992,0.4477
23-01-1992,0.4677
24-01-1992,0.4695
27-01-1992,0.4713
28-01-1992,0.4713
29-01-1992,0.4713
30-01-1992,0.4622
31-01-1992,0.4659
03-02-1992,0.4713
04-02-1992,0.4786
05-02-1992,0.4822
06-02-1992,0.4786
07-02-1992,0.4677
10-02-1992,0.4659
11-02-1992,0.4586
12-02-1992,0.464
13-02-1992,0.475
14-02-1992,0.4649
18-02-1992,0.4686
19-02-1992,0.4576
20-02-1992,0.4558
21-02-1992,0.4722
24-02-1992,0.4831
25-02-1992,0.4831
26-02-1992,0.4977
27-02-1992,0.5105
28-02-1992,0.4995
02-03-1992,0.4941
03-03-1992,0.4941
04-03-1992,0.4831
05-03-1992,0.4704
06-03-1992,0.4631
09-03-1992,0.4649
10-03-1992,0.4667
11-03-1992,0.4649
12-03-1992,0.4613
13-03-1992,0.4613
16-03-1992,0.4576
17-03-1992,0.4631
18-03-1992,0.4613
19-03-1992,0.4649
20-03-1992,0.4594
23-03-1992,0.4594
24-03-1992,0.4631
25-03-1992,0.474
26-03-1992,0.4722
27-03-1992,0.4659
30-03-1992,0.4467
31-03-1992,0.4248
01-04-1992,0.4175
02-04-1992,0.4303
03-04-1992,0.4284
06-04-1992,0.4303
07-04-1992,0.4449
08-04-1992,0.4157
09-04-1992,0.4084
10-04-1992,0.4175
13-04-1992,0.4047
14-04-1992,0.4212
15-04-1992,0.423
16-04-1992,0.4394
20-04-1992,0.4303
21-04-1992,0.4157
22-04-1992,0.4102
23-04-1992,0.4193
24-04-1992,0.4157
27-04-1992,0.4084
28-04-1992,0.4029
29-04-1992,0.3956
30-04-1992,0.4175
01-05-1992,0.4376
04-05-1992,0.4339
05-05-1992,0.4412
06-05-1992,0.443
07-05-1992,0.4485
08-05-1992,0.4485
11-05-1992,0.4521
12-05-1992,0.454
13-05-1992,0.4558
14-05-1992,0.4576
15-05-1992,0.4449
18-05-1992,0.4485
19-05-1992,0.443
20-05-1992,0.4357
21-05-1992,0.4394
22-05-1992,0.4303
26-05-1992,0.4339
27-05-1992,0.4321
28-05-1992,0.4376
29-05-1992,0.4357
01-06-1992,0.4184
02-06-1992,0.4202
03-06-1992,0.4129
04-06-1992,0.3965
05-06-1992,0.4001
08-06-1992,0.4019
09-06-1992,0.3965
10-06-1992,0.3946
11-06-1992,0.3928
12-06-1992,0.3983
15-06-1992,0.3946
16-06-1992,0.3782
17-06-1992,0.3581
18-06-1992,0.3471
19-06-1992,0.3362
22-06-1992,0.3215
23-06-1992,0.3289
24-06-1992,0.3325
25-06-1992,0.3398
26-06-1992,0.3343
29-06-1992,0.3343
30-06-1992,0.3416
01-07-1992,0.3508
02-07-1992,0.3581
06-07-1992,0.3398
07-07-1992,0.338
08-07-1992,0.3215
09-07-1992,0.3362
10-07-1992,0.3362
13-07-1992,0.3343
14-07-1992,0.3435
15-07-1992,0.3471
16-07-1992,0.349
17-07-1992,0.3289
20-07-1992,0.327
21-07-1992,0.3325
22-07-1992,0.3307
23-07-1992,0.3252
24-07-1992,0.3252
27-07-1992,0.3343
28-07-1992,0.3325
29-07-1992,0.3408
30-07-1992,0.3453
31-07-1992,0.3453
03-08-1992,0.3416
04-08-1992,0.3289
05-08-1992,0.3325
06-08-1992,0.3234
07-08-1992,0.3069
10-08-1992,0.3161
11-08-1992,0.3252
12-08-1992,0.3197
13-08-1992,0.3252
14-08-1992,0.3289
17-08-1992,0.3242
18-08-1992,0.3261
19-08-1992,0.327
20-08-1992,0.3279
21-08-1992,0.3279
24-08-1992,0.3242
25-08-1992,0.3169
26-08-1992,0.3242
27-08-1992,0.3279
28-08-1992,0.3242
31-08-1992,0.3297
01-09-1992,0.3389
02-09-1992,0.3407
03-09-1992,0.359
04-09-1992,0.3536
08-09-1992,0.3426
09-09-1992,0.3517
10-09-1992,0.3517
11-09-1992,0.359
14-09-1992,0.359
15-09-1992,0.3609
16-09-1992,0.3499
17-09-1992,0.3462
18-09-1992,0.3352
21-09-1992,0.3426
22-09-1992,0.3426
23-09-1992,0.3371
24-09-1992,0.3462
25-09-1992,0.3389
28-09-1992,0.3297
29-09-1992,0.3261
30-09-1992,0.3297
01-10-1992,0.3279
02-10-1992,0.3261
05-10-1992,0.3169
06-10-1992,0.3206
07-10-1992,0.3297
08-10-1992,0.3224
09-10-1992,0.3187
12-10-1992,0.3169
13-10-1992,0.3279
14-10-1992,0.3316
15-10-1992,0.3352
16-10-1992,0.3426
19-10-1992,0.359
20-10-1992,0.359
21-10-1992,0.3609
22-10-1992,0.3554
23-10-1992,0.3609
26-10-1992,0.3572
27-10-1992,0.3774
28-10-1992,0.3755
29-10-1992,0.3829
30-10-1992,0.392
02-11-1992,0.3847
03-11-1992,0.3847
04-11-1992,0.381
05-11-1992,0.3847
06-11-1992,0.4012
09-11-1992,0.4103
10-11-1992,0.403
11-11-1992,0.414
12-11-1992,0.4177
13-11-1992,0.4177
16-11-1992,0.4122
17-11-1992,0.4195
18-11-1992,0.4103
19-11-1992,0.4232
20-11-1992,0.4287
23-11-1992,0.414
24-11-1992,0.4177
25-11-1992,0.4177
27-11-1992,0.414
30-11-1992,0.413
01-12-1992,0.4204
02-12-1992,0.4277
03-12-1992,0.4149
04-12-1992,0.4204
07-12-1992,0.4167
08-12-1992,0.424
09-12-1992,0.424
10-12-1992,0.4204
11-12-1992,0.4204
14-12-1992,0.4222
15-12-1992,0.4167
16-12-1992,0.413
17-12-1992,0.4057
18-12-1992,0.4222
21-12-1992,0.4277
22-12-1992,0.4387
23-12-1992,0.4424
24-12-1992,0.4406
28-12-1992,0.4351
29-12-1992,0.4369
30-12-1992,0.4387
31-12-1992,0.4314
04-01-1993,0.4369
05-01-1993,0.4259
06-01-1993,0.4461
07-01-1993,0.4534
08-01-1993,0.4461
11-01-1993,0.4553
12-01-1993,0.4608
13-01-1993,0.4516
14-01-1993,0.4699
15-01-1993,0.4479
18-01-1993,0.4369
19-01-1993,0.4387
20-01-1993,0.4387
21-01-1993,0.4387
22-01-1993,0.4424
25-01-1993,0.4351
26-01-1993,0.4442
27-01-1993,0.4479
28-01-1993,0.4406
29-01-1993,0.4424
01-02-1993,0.4351
02-02-1993,0.4461
03-02-1993,0.4479
04-02-1993,0.4406
05-02-1993,0.4351
08-02-1993,0.4185
09-02-1993,0.4185
10-02-1993,0.4185
11-02-1993,0.4094
12-02-1993,0.4048
16-02-1993,0.3937
17-02-1993,0.3919
18-02-1993,0.4048
19-02-1993,0.4066
22-02-1993,0.4048
23-02-1993,0.4048
24-02-1993,0.3836
25-02-1993,0.3919
26-02-1993,0.3992
01-03-1993,0.39
02-03-1993,0.39
03-03-1993,0.3974
04-03-1993,0.4011
05-03-1993,0.4029
08-03-1993,0.4048
09-03-1993,0.4158
10-03-1993,0.4176
11-03-1993,0.4195
12-03-1993,0.4176
15-03-1993,0.4121
16-03-1993,0.4213
17-03-1993,0.4158
18-03-1993,0.4048
19-03-1993,0.4048
22-03-1993,0.3937
23-03-1993,0.3919
24-03-1993,0.3882
25-03-1993,0.3956
26-03-1993,0.4029
29-03-1993,0.3845
30-03-1993,0.3763
31-03-1993,0.3864
01-04-1993,0.3772
02-04-1993,0.3716
05-04-1993,0.368
06-04-1993,0.368
07-04-1993,0.3606
08-04-1993,0.368
12-04-1993,0.3643
13-04-1993,0.3716
14-04-1993,0.3551
15-04-1993,0.3551
16-04-1993,0.3551
19-04-1993,0.3569
20-04-1993,0.3588
21-04-1993,0.3698
22-04-1993,0.3624
23-04-1993,0.3661
26-04-1993,0.3624
27-04-1993,0.3588
28-04-1993,0.3661
29-04-1993,0.379
30-04-1993,0.3735
03-05-1993,0.3772
04-05-1993,0.3845
05-05-1993,0.39
06-05-1993,0.4011
07-05-1993,0.3937
10-05-1993,0.4048
11-05-1993,0.4048
12-05-1993,0.3992
13-05-1993,0.3937
14-05-1993,0.4066
17-05-1993,0.4084
18-05-1993,0.4084
19-05-1993,0.4029
20-05-1993,0.4213
21-05-1993,0.4323
24-05-1993,0.4176
25-05-1993,0.4176
26-05-1993,0.4121
27-05-1993,0.425
28-05-1993,0.4204
01-06-1993,0.4167
02-06-1993,0.4185
03-06-1993,0.4204
04-06-1993,0.4111
07-06-1993,0.4019
08-06-1993,0.3595
09-06-1993,0.3319
10-06-1993,0.3208
11-06-1993,0.3319
14-06-1993,0.3245
15-06-1993,0.3337
16-06-1993,0.3116
17-06-1993,0.3134
18-06-1993,0.307
21-06-1993,0.2987
22-06-1993,0.3015
23-06-1993,0.3079
24-06-1993,0.2987
25-06-1993,0.2978
28-06-1993,0.2987
29-06-1993,0.2968
30-06-1993,0.2858
01-07-1993,0.2876
02-07-1993,0.2821
06-07-1993,0.2821
07-07-1993,0.2766
08-07-1993,0.2692
09-07-1993,0.2729
12-07-1993,0.271
13-07-1993,0.2858
14-07-1993,0.271
15-07-1993,0.2747
16-07-1993,0.2102
19-07-1993,0.2065
20-07-1993,0.1936
21-07-1993,0.1917
22-07-1993,0.1917
23-07-1993,0.1991
26-07-1993,0.1973
27-07-1993,0.1973
28-07-1993,0.1936
29-07-1993,0.1991
30-07-1993,0.2028
02-08-1993,0.2083
03-08-1993,0.2139
04-08-1993,0.2157
05-08-1993,0.2268
06-08-1993,0.2157
09-08-1993,0.2157
10-08-1993,0.2176
11-08-1993,0.2102
12-08-1993,0.2028
13-08-1993,0.1954
16-08-1993,0.2037
17-08-1993,0.2055
18-08-1993,0.2148
19-08-1993,0.2129
20-08-1993,0.2055
23-08-1993,0.2074
24-08-1993,0.2092
25-08-1993,0.2074
26-08-1993,0.2018
27-08-1993,0.2
30-08-1993,0.1963
31-08-1993,0.1963
01-09-1993,0.1963
02-09-1993,0.1926
03-09-1993,0.1926
07-09-1993,0.1926
08-09-1993,0.1944
09-09-1993,0.1981
10-09-1993,0.1944
13-09-1993,0.1944
14-09-1993,0.1796
15-09-1993,0.1815
16-09-1993,0.1796
17-09-1993,0.1805
20-09-1993,0.187
21-09-1993,0.1833
22-09-1993,0.1796
23-09-1993,0.1889
24-09-1993,0.1852
27-09-1993,0.1852
28-09-1993,0.1833
29-09-1993,0.1796
30-09-1993,0.1778
01-10-1993,0.1685
04-10-1993,0.1675
05-10-1993,0.1704
06-10-1993,0.1759
07-10-1993,0.1741
08-10-1993,0.1722
11-10-1993,0.1685
12-10-1993,0.1778
13-10-1993,0.1796
14-10-1993,0.1778
15-10-1993,0.2055
18-10-1993,0.2074
19-10-1993,0.2092
20-10-1993,0.2074
21-10-1993,0.2037
22-10-1993,0.2259
25-10-1993,0.2241
26-10-1993,0.2204
27-10-1993,0.2222
28-10-1993,0.2352
29-10-1993,0.2296
01-11-1993,0.2278
02-11-1993,0.2315
03-11-1993,0.2444
04-11-1993,0.2333
05-11-1993,0.2361
08-11-1993,0.237
09-11-1993,0.2296
10-11-1993,0.2241
11-11-1993,0.2278
12-11-1993,0.2333
15-11-1993,0.2333
16-11-1993,0.237
17-11-1993,0.2518
18-11-1993,0.2481
19-11-1993,0.2453
22-11-1993,0.2435
23-11-1993,0.2416
24-11-1993,0.2435
26-11-1993,0.2435
29-11-1993,0.2397
30-11-1993,0.236
01-12-1993,0.2379
02-12-1993,0.236
03-12-1993,0.236
06-12-1993,0.2342
07-12-1993,0.2379
08-12-1993,0.2379
09-12-1993,0.236
10-12-1993,0.2249
13-12-1993,0.21
14-12-1993,0.2174
15-12-1993,0.2156
16-12-1993,0.2193
17-12-1993,0.2193
20-12-1993,0.2174
21-12-1993,0.2119
22-12-1993,0.2026
23-12-1993,0.2026
27-12-1993,0.2063
28-12-1993,0.2137
29-12-1993,0.2174
30-12-1993,0.2119
31-12-1993,0.2212
03-01-1994,0.2193
04-01-1994,0.2249
05-01-1994,0.236
06-01-1994,0.2509
07-01-1994,0.2379
10-01-1994,0.2453
11-01-1994,0.249
12-01-1994,0.2397
13-01-1994,0.223
14-01-1994,0.2286
17-01-1994,0.2304
18-01-1994,0.2249
19-01-1994,0.2174
20-01-1994,0.2193
21-01-1994,0.2472
24-01-1994,0.2472
25-01-1994,0.2583
26-01-1994,0.2509
27-01-1994,0.249
28-01-1994,0.2546
31-01-1994,0.249
01-02-1994,0.2453
02-02-1994,0.2472
03-02-1994,0.2453
04-02-1994,0.249
07-02-1994,0.2499
08-02-1994,0.2685
09-02-1994,0.2666
10-02-1994,0.2704
11-02-1994,0.2704
14-02-1994,0.276
15-02-1994,0.2741
16-02-1994,0.2797
17-02-1994,0.2778
18-02-1994,0.2722
22-02-1994,0.2704
23-02-1994,0.2778
24-02-1994,0.276
25-02-1994,0.276
28-02-1994,0.2704
01-03-1994,0.2741
02-03-1994,0.2629
03-03-1994,0.2666
04-03-1994,0.2685
07-03-1994,0.276
08-03-1994,0.2834
09-03-1994,0.2732
10-03-1994,0.2778
11-03-1994,0.276
14-03-1994,0.2871
15-03-1994,0.2853
16-03-1994,0.2797
17-03-1994,0.2741
18-03-1994,0.2741
21-03-1994,0.2713
22-03-1994,0.2629
23-03-1994,0.2629
24-03-1994,0.262
25-03-1994,0.2592
28-03-1994,0.2461
29-03-1994,0.248
30-03-1994,0.2424
31-03-1994,0.2424
04-04-1994,0.2405
05-04-1994,0.2517
06-04-1994,0.2536
07-04-1994,0.2499
08-04-1994,0.2517
11-04-1994,0.2499
12-04-1994,0.249
13-04-1994,0.2405
14-04-1994,0.2275
15-04-1994,0.2331
18-04-1994,0.2275
19-04-1994,0.2219
20-04-1994,0.2182
21-04-1994,0.2126
22-04-1994,0.2331
25-04-1994,0.2219
26-04-1994,0.2349
28-04-1994,0.2312
29-04-1994,0.2237
02-05-1994,0.2237
03-05-1994,0.2312
04-05-1994,0.2312
05-05-1994,0.248
06-05-1994,0.2405
09-05-1994,0.2405
10-05-1994,0.2368
11-05-1994,0.2312
12-05-1994,0.2275
13-05-1994,0.2219
16-05-1994,0.2237
17-05-1994,0.2219
18-05-1994,0.2219
19-05-1994,0.2293
20-05-1994,0.2368
23-05-1994,0.2312
24-05-1994,0.2312
25-05-1994,0.2256
26-05-1994,0.2349
27-05-1994,0.2265
31-05-1994,0.2209
01-06-1994,0.2134
02-06-1994,0.2124
03-06-1994,0.2031
06-06-1994,0.2059
07-06-1994,0.2041
08-06-1994,0.2059
09-06-1994,0.1918
10-06-1994,0.2031
13-06-1994,0.1975
14-06-1994,0.2041
15-06-1994,0.2022
16-06-1994,0.2078
17-06-1994,0.1947
20-06-1994,0.1966
21-06-1994,0.2012
22-06-1994,0.1966
23-06-1994,0.1966
24-06-1994,0.1881
27-06-1994,0.1891
28-06-1994,0.1966
29-06-1994,0.2003
30-06-1994,0.1966
01-07-1994,0.1975
05-07-1994,0.1918
06-07-1994,0.1966
07-07-1994,0.1937
08-07-1994,0.1984
11-07-1994,0.2031
12-07-1994,0.2022
13-07-1994,0.2134
14-07-1994,0.2218
15-07-1994,0.2114
18-07-1994,0.2106
19-07-1994,0.2143
20-07-1994,0.205
21-07-1994,0.1993
22-07-1994,0.2368
25-07-1994,0.233
26-07-1994,0.2377
27-07-1994,0.234
28-07-1994,0.2321
29-07-1994,0.2386
01-08-1994,0.2518
02-08-1994,0.2509
03-08-1994,0.2452
04-08-1994,0.2481
05-08-1994,0.2462
08-08-1994,0.2481
09-08-1994,0.2509
10-08-1994,0.2518
11-08-1994,0.2565
12-08-1994,0.2574
15-08-1994,0.2611
16-08-1994,0.2583
17-08-1994,0.2621
18-08-1994,0.2611
19-08-1994,0.2611
22-08-1994,0.2611
23-08-1994,0.2621
24-08-1994,0.2611
25-08-1994,0.2574
26-08-1994,0.2649
29-08-1994,0.2686
30-08-1994,0.2649
31-08-1994,0.2705
01-09-1994,0.2658
02-09-1994,0.2649
06-09-1994,0.2649
07-09-1994,0.2677
08-09-1994,0.2705
09-09-1994,0.2686
12-09-1994,0.2677
13-09-1994,0.2686
14-09-1994,0.2677
15-09-1994,0.264
16-09-1994,0.2696
19-09-1994,0.2734
20-09-1994,0.264
21-09-1994,0.2592
22-09-1994,0.2574
23-09-1994,0.2546
26-09-1994,0.2546
27-09-1994,0.2536
28-09-1994,0.2555
29-09-1994,0.2536
30-09-1994,0.2565
03-10-1994,0.2527
04-10-1994,0.2498
05-10-1994,0.2527
06-10-1994,0.2809
07-10-1994,0.2715
10-10-1994,0.279
11-10-1994,0.3109
12-10-1994,0.2978
13-10-1994,0.3203
14-10-1994,0.3118
17-10-1994,0.3072
18-10-1994,0.3053
19-10-1994,0.3081
20-10-1994,0.31
21-10-1994,0.3062
24-10-1994,0.3212
25-10-1994,0.3128
26-10-1994,0.3203
27-10-1994,0.325
28-10-1994,0.3184
31-10-1994,0.3156
01-11-1994,0.3222
02-11-1994,0.3241
03-11-1994,0.3137
04-11-1994,0.3118
07-11-1994,0.3034
08-11-1994,0.3053
09-11-1994,0.3212
10-11-1994,0.3137
11-11-1994,0.31
14-11-1994,0.31
15-11-1994,0.3193
16-11-1994,0.3062
17-11-1994,0.3072
18-11-1994,0.3015
21-11-1994,0.3015
22-11-1994,0.2845
23-11-1994,0.2789
25-11-1994,0.278
28-11-1994,0.2836
29-11-1994,0.2864
30-11-1994,0.2893
01-12-1994,0.2789
02-12-1994,0.2751
05-12-1994,0.2751
06-12-1994,0.2789
07-12-1994,0.2826
08-12-1994,0.278
09-12-1994,0.2704
12-12-1994,0.2742
13-12-1994,0.2761
14-12-1994,0.2751
15-12-1994,0.2864
16-12-1994,0.2807
19-12-1994,0.2807
20-12-1994,0.2949
21-12-1994,0.2855
22-12-1994,0.2902
23-12-1994,0.2902
27-12-1994,0.2958
28-12-1994,0.2949
29-12-1994,0.2958
30-12-1994,0.2968
03-01-1995,0.293
04-01-1995,0.2911
05-01-1995,0.2958
06-01-1995,0.3138
09-01-1995,0.3138
10-01-1995,0.3109
11-01-1995,0.3297
12-01-1995,0.3477
13-01-1995,0.3477
16-01-1995,0.3382
17-01-1995,0.3354
18-01-1995,0.3391
19-01-1995,0.3429
20-01-1995,0.3542
23-01-1995,0.3156
24-01-1995,0.3184
25-01-1995,0.2977
26-01-1995,0.3081
27-01-1995,0.3006
30-01-1995,0.3024
31-01-1995,0.3052
01-02-1995,0.3071
02-02-1995,0.3024
03-02-1995,0.3165
06-02-1995,0.3071
07-02-1995,0.3043
08-02-1995,0.309
09-02-1995,0.3175
10-02-1995,0.3288
13-02-1995,0.3287
14-02-1995,0.3306
15-02-1995,0.3269
16-02-1995,0.3259
17-02-1995,0.3241
21-02-1995,0.3222
22-02-1995,0.3071
23-02-1995,0.3108
24-02-1995,0.3033
27-02-1995,0.2891
28-02-1995,0.291
01-03-1995,0.3004
02-03-1995,0.3033
03-03-1995,0.3004
06-03-1995,0.3004
07-03-1995,0.3014
08-03-1995,0.2928
09-03-1995,0.3014
10-03-1995,0.2995
13-03-1995,0.2995
14-03-1995,0.2891
15-03-1995,0.2683
16-03-1995,0.2664
17-03-1995,0.2683
20-03-1995,0.2655
21-03-1995,0.2683
22-03-1995,0.274
23-03-1995,0.2863
24-03-1995,0.2825
27-03-1995,0.2844
28-03-1995,0.274
